Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
65595,3/12/2019,Rio Mar Shopping Fortaleza,Meia Liso,1,38,38
65595,3/12/2019,Rio Mar Shopping Fortaleza,Polo Liso,1,137,137
65595,3/12/2019,Rio Mar Shopping Fortaleza,Mochila Estampa,3,277,831
65595,3/12/2019,Rio Mar Shopping Fortaleza,Relógio,1,200,200
65595,3/12/2019,Rio Mar Shopping Fortaleza,Pulseira Estampa,2,87,174
65596,3/12/2019,Shopping Midway Mall,Camisa Gola V Liso,5,118,590
65597,3/12/2019,Shopping Ibirapuera,Meia Xadrez,1,41,41
65598,3/12/2019,Bourbon Shopping SP,Sunga Listrado,2,114,228
65598,3/12/2019,Bourbon Shopping SP,Cueca Liso,2,69,138
65600,3/12/2019,Rio Mar Recife,Camisa Xadrez,1,105,105
65600,3/12/2019,Rio Mar Recife,Camisa Estampa,1,113,113
65601,3/12/2019,Shopping Vila Velha,Camisa Xadrez,3,105,315
65602,3/12/2019,Shopping Barra,Chinelo,2,60,120
65603,3/12/2019,Passei das Águas Shopping,Mochila Linho,1,311,311
65603,3/12/2019,Passei das Águas Shopping,Camisa Gola V Linho,2,145,290
65603,3/12/2019,Passei das Águas Shopping,Camisa Gola V Liso,3,118,354
65604,3/12/2019,Bourbon Shopping SP,Sunga Xadrez,2,116,232
65604,3/12/2019,Bourbon Shopping SP,Camisa Gola V Linho,2,145,290
65605,3/12/2019,Shopping Center Interlagos,Bermuda Estampa,1,169,169
65606,4/12/2019,Center Shopping Uberlândia,Camisa Listrado,2,108,216
65606,4/12/2019,Center Shopping Uberlândia,Camisa Gola V Estampa,2,118,236
65609,4/12/2019,Center Shopping Uberlândia,Pulseira Xadrez,3,87,261
65609,4/12/2019,Center Shopping Uberlândia,Casaco Xadrez,3,259,777
65609,4/12/2019,Center Shopping Uberlândia,Bermuda Xadrez,4,155,620
65609,4/12/2019,Center Shopping Uberlândia,Tênis Xadrez,4,259,1036
65609,4/12/2019,Center Shopping Uberlândia,Camisa Linho,1,141,141
65610,4/12/2019,Rio Mar Shopping Fortaleza,Gorro Xadrez,1,85,85
65610,4/12/2019,Rio Mar Shopping Fortaleza,Bermuda Linho,4,195,780
65610,4/12/2019,Rio Mar Shopping Fortaleza,Cinto,1,200,200
65611,4/12/2019,Shopping Barra,Relógio Estampa,3,219,657
65611,4/12/2019,Shopping Barra,Camisa Xadrez,1,105,105
65611,4/12/2019,Shopping Barra,Sapato,2,350,700
65614,4/12/2019,Bourbon Shopping SP,Calça Linho,1,211,211
65614,4/12/2019,Bourbon Shopping SP,Pulseira,2,70,140
65614,4/12/2019,Bourbon Shopping SP,Pulseira Estampa,1,87,87
65615,4/12/2019,Shopping Vila Velha,Camiseta Listrado,1,197,197
65615,4/12/2019,Shopping Vila Velha,Casaco,1,250,250
65615,4/12/2019,Shopping Vila Velha,Camisa Gola V,1,100,100
65616,4/12/2019,Shopping Barra,Polo Linho,2,176,352
65617,4/12/2019,Shopping Morumbi,Casaco Linho,2,299,598
65618,4/12/2019,Shopping Ibirapuera,Camiseta,2,180,360
65618,4/12/2019,Shopping Ibirapuera,Pulseira Estampa,3,87,261
65619,4/12/2019,Shopping Center Interlagos,Sapato Linho,1,391,391
65619,4/12/2019,Shopping Center Interlagos,Terno Linho,2,750,1500
65620,4/12/2019,Shopping Center Leste Aricanduva,Sapato,1,350,350
65621,4/12/2019,Ribeirão Shopping,Cueca,3,50,150
65621,4/12/2019,Ribeirão Shopping,Camiseta Estampa,1,196,196
65621,4/12/2019,Ribeirão Shopping,Cinto,2,200,400
65622,4/12/2019,Shopping Center Interlagos,Bermuda Estampa,2,169,338
65622,4/12/2019,Shopping Center Interlagos,Meia Liso,1,38,38
65625,4/12/2019,Rio Mar Recife,Bermuda Estampa,4,169,676
65625,4/12/2019,Rio Mar Recife,Relógio Xadrez,3,214,642
65626,4/12/2019,Parque Dom Pedro Shopping,Terno Xadrez,2,709,1418
65626,4/12/2019,Parque Dom Pedro Shopping,Polo Linho,1,176,176
65628,4/12/2019,Norte Shopping,Casaco Estampa,1,256,256
65628,4/12/2019,Norte Shopping,Polo Linho,1,176,176
65629,4/12/2019,Center Shopping Uberlândia,Terno,4,700,2800
65629,4/12/2019,Center Shopping Uberlândia,Camisa Estampa,4,113,452
65629,4/12/2019,Center Shopping Uberlândia,Camisa Gola V Estampa,3,118,354
65631,4/12/2019,Novo Shopping Ribeirão Preto,Sapato Linho,1,391,391
65631,4/12/2019,Novo Shopping Ribeirão Preto,Gorro Xadrez,1,85,85
65632,4/12/2019,Shopping Recife,Cinto Linho,3,248,744
65635,4/12/2019,Shopping União de Osasco,Terno Xadrez,1,709,709
65635,4/12/2019,Shopping União de Osasco,Tênis Liso,1,266,266
65635,4/12/2019,Shopping União de Osasco,Camisa Estampa,1,113,113
65636,4/12/2019,Shopping Vila Velha,Tênis,1,250,250
65636,4/12/2019,Shopping Vila Velha,Camisa Linho,2,141,282
65637,4/12/2019,Ribeirão Shopping,Polo Linho,2,176,352
65637,4/12/2019,Ribeirão Shopping,Casaco Xadrez,1,259,259
65638,4/12/2019,Salvador Shopping,Casaco,2,250,500
65638,4/12/2019,Salvador Shopping,Relógio Listrado,3,218,654
65638,4/12/2019,Salvador Shopping,Short Linho,2,133,266
65638,4/12/2019,Salvador Shopping,Pulseira Linho,1,114,114
65638,4/12/2019,Salvador Shopping,Casaco Listrado,3,269,807
65640,4/12/2019,Shopping Midway Mall,Camisa Gola V Linho,1,145,145
65640,4/12/2019,Shopping Midway Mall,Terno,2,700,1400
65641,4/12/2019,Shopping Ibirapuera,Tênis Linho,3,294,882
65642,4/12/2019,Shopping Iguatemi Fortaleza,Camisa Gola V Xadrez,1,107,107
65643,4/12/2019,Shopping Iguatemi Fortaleza,Pulseira Xadrez,4,87,348
65645,4/12/2019,Passei das Águas Shopping,Casaco Xadrez,1,259,259
65646,4/12/2019,Iguatemi Campinas,Calça Listrado,1,181,181
65647,4/12/2019,Shopping Vila Velha,Bermuda,2,150,300
65647,4/12/2019,Shopping Vila Velha,Camisa Gola V Xadrez,2,107,214
65647,4/12/2019,Shopping Vila Velha,Casaco Liso,2,255,510
65647,4/12/2019,Shopping Vila Velha,Pulseira,1,70,70
65648,4/12/2019,Shopping Morumbi,Camisa Gola V Linho,3,145,435
65649,4/12/2019,Shopping Recife,Camiseta Xadrez,4,200,800
65650,4/12/2019,Shopping Center Interlagos,Cueca,1,50,50
65651,4/12/2019,Bourbon Shopping SP,Mochila Xadrez,2,283,566
65651,4/12/2019,Bourbon Shopping SP,Cueca Liso,3,69,207
65652,4/12/2019,Shopping União de Osasco,Sapato Liso,1,368,368
65653,4/12/2019,Shopping Barra,Calça Linho,2,211,422
65654,4/12/2019,Shopping Barra,Terno Liso,2,720,1440
65655,4/12/2019,Shopping Midway Mall,Sunga,3,100,300
65655,4/12/2019,Shopping Midway Mall,Relógio,1,200,200
65656,4/12/2019,Shopping Eldorado,Chinelo Listrado,1,73,73
65656,4/12/2019,Shopping Eldorado,Calça Listrado,2,181,362
65657,4/12/2019,Ribeirão Shopping,Mochila Xadrez,1,283,283
65657,4/12/2019,Ribeirão Shopping,Sunga Liso,4,114,456
65658,4/12/2019,Parque Dom Pedro Shopping,Meia Xadrez,2,41,82
65659,4/12/2019,Shopping Center Leste Aricanduva,Gorro Listrado,2,97,194
65659,4/12/2019,Shopping Center Leste Aricanduva,Relógio Liso,2,216,432
65659,4/12/2019,Shopping Center Leste Aricanduva,Sunga Xadrez,1,116,116
65660,4/12/2019,Shopping Eldorado,Camisa Liso,2,105,210
65661,4/12/2019,Shopping Recife,Mochila,1,270,270
65661,4/12/2019,Shopping Recife,Polo Linho,4,176,704
65662,4/12/2019,Rio Mar Shopping Fortaleza,Mochila Linho,1,311,311
65662,4/12/2019,Rio Mar Shopping Fortaleza,Terno Listrado,1,709,709
65664,4/12/2019,Norte Shopping,Camiseta Linho,1,223,223
65665,4/12/2019,Parque Dom Pedro Shopping,Tênis Xadrez,2,259,518
65665,4/12/2019,Parque Dom Pedro Shopping,Polo Xadrez,2,142,284
65667,4/12/2019,Palladium Shopping Curitiba,Chinelo,1,60,60
65668,4/12/2019,Shopping Morumbi,Camisa Gola V Xadrez,1,107,107
65669,4/12/2019,Rio Mar Shopping Fortaleza,Calça Liso,5,190,950
65669,4/12/2019,Rio Mar Shopping Fortaleza,Meia Linho,3,78,234
65669,4/12/2019,Rio Mar Shopping Fortaleza,Sunga Estampa,3,120,360
65670,4/12/2019,Passei das Águas Shopping,Bermuda Liso,1,157,157
65671,4/12/2019,Shopping Midway Mall,Polo Linho,1,176,176
65671,4/12/2019,Shopping Midway Mall,Calça Linho,1,211,211
65673,4/12/2019,Shopping Eldorado,Chinelo Linho,3,105,315
65673,4/12/2019,Shopping Eldorado,Meia Linho,2,78,156
65673,4/12/2019,Shopping Eldorado,Polo Xadrez,1,142,142
65673,4/12/2019,Shopping Eldorado,Sunga Estampa,2,120,240
65674,4/12/2019,Norte Shopping,Calça Xadrez,2,185,370
65675,4/12/2019,Parque Dom Pedro Shopping,Terno,2,700,1400
65676,4/12/2019,Shopping União de Osasco,Tênis Liso,1,266,266
65676,4/12/2019,Shopping União de Osasco,Terno Linho,2,750,1500
65676,4/12/2019,Shopping União de Osasco,Meia,2,30,60
65677,4/12/2019,Iguatemi Campinas,Sapato Linho,1,391,391
65677,4/12/2019,Iguatemi Campinas,Pulseira Xadrez,2,87,174
65678,4/12/2019,Shopping Midway Mall,Terno Linho,3,750,2250
65681,4/12/2019,Rio Mar Shopping Fortaleza,Terno Linho,2,750,1500
65683,4/12/2019,Rio Mar Shopping Fortaleza,Polo,1,130,130
65684,4/12/2019,Passei das Águas Shopping,Casaco Linho,1,299,299
65684,4/12/2019,Passei das Águas Shopping,Camisa Xadrez,1,105,105
65685,4/12/2019,Norte Shopping,Calça Liso,4,190,760
65685,4/12/2019,Norte Shopping,Pulseira Linho,3,114,342
65685,4/12/2019,Norte Shopping,Tênis,1,250,250
65686,4/12/2019,Shopping Center Interlagos,Casaco Estampa,1,256,256
65686,4/12/2019,Shopping Center Interlagos,Mochila Liso,2,276,552
65686,4/12/2019,Shopping Center Interlagos,Calça,4,170,680
65688,4/12/2019,Shopping Vila Velha,Pulseira Estampa,3,87,261
65688,4/12/2019,Shopping Vila Velha,Gorro Liso,1,92,92
65692,4/12/2019,Shopping Ibirapuera,Sapato,2,350,700
65693,4/12/2019,Shopping Ibirapuera,Terno Linho,1,750,750
65693,4/12/2019,Shopping Ibirapuera,Mochila Estampa,3,277,831
65694,4/12/2019,Shopping Recife,Meia Xadrez,1,41,41
65695,4/12/2019,Rio Mar Recife,Pulseira Listrado,3,79,237
65696,4/12/2019,Novo Shopping Ribeirão Preto,Polo Liso,3,137,411
65697,4/12/2019,Palladium Shopping Curitiba,Cueca Linho,1,93,93
65697,4/12/2019,Palladium Shopping Curitiba,Relógio Estampa,4,219,876
65697,4/12/2019,Palladium Shopping Curitiba,Calça,2,170,340
65698,4/12/2019,Shopping Eldorado,Pulseira,1,70,70
65698,4/12/2019,Shopping Eldorado,Relógio Estampa,2,219,438
65700,4/12/2019,Rio Mar Recife,Calça Xadrez,4,185,740
65701,4/12/2019,Shopping Morumbi,Tênis Estampa,1,256,256
65701,4/12/2019,Shopping Morumbi,Camiseta Xadrez,3,200,600
65702,4/12/2019,Center Shopping Uberlândia,Meia,2,30,60
65702,4/12/2019,Center Shopping Uberlândia,Short Xadrez,3,100,300
65703,4/12/2019,Shopping Eldorado,Calça,2,170,340
65704,4/12/2019,Rio Mar Recife,Gorro,2,80,160
65704,4/12/2019,Rio Mar Recife,Short,1,90,90
65705,4/12/2019,Rio Mar Recife,Short Listrado,1,102,102
65706,4/12/2019,Shopping Iguatemi Fortaleza,Cueca Listrado,2,67,134
65707,4/12/2019,Iguatemi Esplanada,Sunga Liso,1,114,114
65707,4/12/2019,Iguatemi Esplanada,Mochila Liso,1,276,276
65707,4/12/2019,Iguatemi Esplanada,Bermuda,1,150,150
65708,4/12/2019,Shopping Eldorado,Calça Linho,5,211,1055
65708,4/12/2019,Shopping Eldorado,Mochila Xadrez,1,283,283
65709,4/12/2019,Norte Shopping,Camisa Gola V Estampa,4,118,472
65710,4/12/2019,Shopping Midway Mall,Pulseira Xadrez,2,87,174
65710,4/12/2019,Shopping Midway Mall,Sapato,2,350,700
65711,4/12/2019,Passei das Águas Shopping,Calça Linho,5,211,1055
65711,4/12/2019,Passei das Águas Shopping,Tênis Linho,2,294,588
65714,4/12/2019,Iguatemi Esplanada,Cinto Liso,2,209,418
65714,4/12/2019,Iguatemi Esplanada,Camisa Liso,2,105,210
65717,4/12/2019,Shopping Eldorado,Sapato Xadrez,2,368,736
65717,4/12/2019,Shopping Eldorado,Pulseira Xadrez,4,87,348
65717,4/12/2019,Shopping Eldorado,Chinelo,4,60,240
65718,4/12/2019,Shopping Eldorado,Cinto Listrado,1,214,214
65719,4/12/2019,Shopping Center Leste Aricanduva,Camisa,4,100,400
65720,4/12/2019,Bourbon Shopping SP,Terno,4,700,2800
65720,4/12/2019,Bourbon Shopping SP,Cinto Liso,1,209,209
65720,4/12/2019,Bourbon Shopping SP,Terno Liso,1,720,720
65720,4/12/2019,Bourbon Shopping SP,Casaco,2,250,500
65722,4/12/2019,Shopping Center Interlagos,Short Estampa,1,96,96
65722,4/12/2019,Shopping Center Interlagos,Short Estampa,2,96,192
65722,4/12/2019,Shopping Center Interlagos,Camisa Gola V,2,100,200
65723,4/12/2019,Shopping Ibirapuera,Camisa Gola V Listrado,5,116,580
65724,4/12/2019,Shopping União de Osasco,Chinelo Listrado,1,73,73
65724,4/12/2019,Shopping União de Osasco,Chinelo,2,60,120
65724,4/12/2019,Shopping União de Osasco,Terno Estampa,1,706,706
65725,4/12/2019,Shopping Vila Velha,Terno,3,700,2100
65725,4/12/2019,Shopping Vila Velha,Pulseira Xadrez,1,87,87
65725,4/12/2019,Shopping Vila Velha,Camiseta,1,180,180
65727,4/12/2019,Ribeirão Shopping,Pulseira Estampa,3,87,261
65727,4/12/2019,Ribeirão Shopping,Tênis Xadrez,2,259,518
65728,4/12/2019,Ribeirão Shopping,Cueca Listrado,1,67,67
65729,4/12/2019,Iguatemi Campinas,Sapato Liso,3,368,1104
65729,4/12/2019,Iguatemi Campinas,Relógio Listrado,2,218,436
65729,4/12/2019,Iguatemi Campinas,Meia Liso,1,38,38
65730,4/12/2019,Parque Dom Pedro Shopping,Mochila Liso,3,276,828
65731,4/12/2019,Shopping Midway Mall,Sunga Linho,4,149,596
65731,4/12/2019,Shopping Midway Mall,Gorro Listrado,2,97,194
65732,4/12/2019,Shopping Ibirapuera,Polo Linho,2,176,352
65732,4/12/2019,Shopping Ibirapuera,Tênis Liso,1,266,266
65735,4/12/2019,Bourbon Shopping SP,Bermuda Estampa,2,169,338
65735,4/12/2019,Bourbon Shopping SP,Cueca Linho,1,93,93
65736,4/12/2019,Shopping Eldorado,Terno Linho,1,750,750
65737,4/12/2019,Shopping Eldorado,Cueca Liso,3,69,207
65738,4/12/2019,Shopping Recife,Sunga Xadrez,2,116,232
65739,4/12/2019,Norte Shopping,Mochila,2,270,540
65739,4/12/2019,Norte Shopping,Camiseta Liso,2,187,374
65739,4/12/2019,Norte Shopping,Calça Listrado,2,181,362
65740,4/12/2019,Iguatemi Esplanada,Camisa Listrado,2,108,216
65742,4/12/2019,Passei das Águas Shopping,Bermuda Estampa,5,169,845
65742,4/12/2019,Passei das Águas Shopping,Calça Linho,4,211,844
65742,4/12/2019,Passei das Águas Shopping,Pulseira Xadrez,1,87,87
65743,4/12/2019,Iguatemi Campinas,Gorro Estampa,1,93,93
65743,4/12/2019,Iguatemi Campinas,Camiseta Linho,1,223,223
65743,4/12/2019,Iguatemi Campinas,Casaco,1,250,250
65743,4/12/2019,Iguatemi Campinas,Camiseta Listrado,4,197,788
65744,4/12/2019,Shopping Morumbi,Calça Liso,1,190,190
65744,4/12/2019,Shopping Morumbi,Chinelo Xadrez,1,66,66
65745,4/12/2019,Passei das Águas Shopping,Camiseta Estampa,1,196,196
65745,4/12/2019,Passei das Águas Shopping,Cinto,1,200,200
65746,4/12/2019,Passei das Águas Shopping,Camisa Listrado,1,108,108
65746,4/12/2019,Passei das Águas Shopping,Mochila Listrado,1,275,275
65747,4/12/2019,Iguatemi Esplanada,Polo Listrado,3,149,447
65747,4/12/2019,Iguatemi Esplanada,Chinelo Liso,5,71,355
65747,4/12/2019,Iguatemi Esplanada,Tênis,1,250,250
65747,4/12/2019,Iguatemi Esplanada,Bermuda Liso,5,157,785
65747,4/12/2019,Iguatemi Esplanada,Relógio Listrado,3,218,654
65748,4/12/2019,Shopping Center Interlagos,Cinto Linho,3,248,744
65749,4/12/2019,Iguatemi Esplanada,Gorro Listrado,1,97,97
65749,4/12/2019,Iguatemi Esplanada,Cueca Estampa,1,66,66
65749,4/12/2019,Iguatemi Esplanada,Meia Listrado,5,37,185
65750,4/12/2019,Iguatemi Campinas,Tênis,2,250,500
65750,4/12/2019,Iguatemi Campinas,Sapato Xadrez,3,368,1104
65750,4/12/2019,Iguatemi Campinas,Bermuda,4,150,600
65751,4/12/2019,Shopping Midway Mall,Chinelo Xadrez,1,66,66
65752,4/12/2019,Passei das Águas Shopping,Mochila Listrado,1,275,275
65752,4/12/2019,Passei das Águas Shopping,Gorro Linho,2,124,248
65753,4/12/2019,Rio Mar Shopping Fortaleza,Terno,2,700,1400
65753,4/12/2019,Rio Mar Shopping Fortaleza,Gorro Xadrez,1,85,85
65754,4/12/2019,Shopping União de Osasco,Cueca,2,50,100
65755,4/12/2019,Ribeirão Shopping,Polo Xadrez,2,142,284
65756,4/12/2019,Novo Shopping Ribeirão Preto,Terno Liso,2,720,1440
65757,4/12/2019,Shopping Center Interlagos,Camiseta Liso,4,187,748
65757,4/12/2019,Shopping Center Interlagos,Bermuda Estampa,4,169,676
65757,4/12/2019,Shopping Center Interlagos,Casaco Listrado,3,269,807
65758,4/12/2019,Shopping Iguatemi Fortaleza,Relógio Linho,2,240,480
65758,4/12/2019,Shopping Iguatemi Fortaleza,Sunga Estampa,2,120,240
65758,4/12/2019,Shopping Iguatemi Fortaleza,Camisa Gola V Xadrez,2,107,214
65758,4/12/2019,Shopping Iguatemi Fortaleza,Camisa Gola V Liso,2,118,236
65759,4/12/2019,Shopping Ibirapuera,Sunga Estampa,4,120,480
65759,4/12/2019,Shopping Ibirapuera,Sapato,4,350,1400
65760,4/12/2019,Shopping União de Osasco,Tênis Linho,5,294,1470
65760,4/12/2019,Shopping União de Osasco,Calça Linho,2,211,422
65761,4/12/2019,Shopping União de Osasco,Meia Linho,1,78,78
65762,4/12/2019,Center Shopping Uberlândia,Tênis Linho,2,294,588
65762,4/12/2019,Center Shopping Uberlândia,Camisa Xadrez,1,105,105
65763,4/12/2019,Salvador Shopping,Gorro Liso,1,92,92
65764,4/12/2019,Shopping Center Leste Aricanduva,Sunga Xadrez,2,116,232
65764,4/12/2019,Shopping Center Leste Aricanduva,Bermuda Listrado,3,163,489
65764,4/12/2019,Shopping Center Leste Aricanduva,Camisa Gola V Linho,4,145,580
65764,4/12/2019,Shopping Center Leste Aricanduva,Short Liso,5,108,540
65765,4/12/2019,Shopping Iguatemi Fortaleza,Camiseta Listrado,1,197,197
65765,4/12/2019,Shopping Iguatemi Fortaleza,Cinto,4,200,800
65766,4/12/2019,Iguatemi Campinas,Meia Xadrez,1,41,41
65766,4/12/2019,Iguatemi Campinas,Camiseta Estampa,1,196,196
65766,4/12/2019,Iguatemi Campinas,Short Liso,2,108,216
65766,4/12/2019,Iguatemi Campinas,Relógio Liso,2,216,432
65766,4/12/2019,Iguatemi Campinas,Casaco,1,250,250
65766,4/12/2019,Iguatemi Campinas,Gorro Liso,1,92,92
65767,4/12/2019,Salvador Shopping,Terno,1,700,700
65767,4/12/2019,Salvador Shopping,Pulseira,3,70,210
65767,4/12/2019,Salvador Shopping,Sunga Xadrez,2,116,232
65768,4/12/2019,Passei das Águas Shopping,Gorro Estampa,2,93,186
65768,4/12/2019,Passei das Águas Shopping,Polo,4,130,520
65769,4/12/2019,Iguatemi Campinas,Mochila,4,270,1080
65769,4/12/2019,Iguatemi Campinas,Sunga Linho,5,149,745
65770,4/12/2019,Rio Mar Shopping Fortaleza,Mochila Xadrez,2,283,566
65770,4/12/2019,Rio Mar Shopping Fortaleza,Calça Listrado,1,181,181
65770,4/12/2019,Rio Mar Shopping Fortaleza,Sapato Listrado,2,363,726
65771,4/12/2019,Shopping Center Leste Aricanduva,Tênis Xadrez,2,259,518
65771,4/12/2019,Shopping Center Leste Aricanduva,Bermuda Xadrez,1,155,155
65771,4/12/2019,Shopping Center Leste Aricanduva,Terno Estampa,1,706,706
65772,4/12/2019,Rio Mar Shopping Fortaleza,Relógio Listrado,2,218,436
65773,4/12/2019,Shopping União de Osasco,Terno Listrado,1,709,709
65774,4/12/2019,Ribeirão Shopping,Casaco Listrado,1,269,269
65774,4/12/2019,Ribeirão Shopping,Cinto Xadrez,1,215,215
65775,4/12/2019,Shopping Midway Mall,Camiseta Liso,1,187,187
65775,4/12/2019,Shopping Midway Mall,Sapato Liso,1,368,368
65775,4/12/2019,Shopping Midway Mall,Polo Linho,2,176,352
65776,4/12/2019,Salvador Shopping,Short,3,90,270
65777,4/12/2019,Shopping Iguatemi Fortaleza,Cueca,1,50,50
65778,4/12/2019,Iguatemi Campinas,Camisa Gola V Estampa,1,118,118
65782,4/12/2019,Salvador Shopping,Cinto Xadrez,1,215,215
65782,4/12/2019,Salvador Shopping,Mochila Estampa,4,277,1108
65783,4/12/2019,Salvador Shopping,Sapato Estampa,2,358,716
65783,4/12/2019,Salvador Shopping,Tênis Linho,2,294,588
65784,5/12/2019,Bourbon Shopping SP,Camiseta Linho,2,223,446
65784,5/12/2019,Bourbon Shopping SP,Meia Listrado,1,37,37
65785,5/12/2019,Shopping Recife,Chinelo Estampa,2,74,148
65785,5/12/2019,Shopping Recife,Tênis Xadrez,1,259,259
65786,5/12/2019,Iguatemi Campinas,Casaco Xadrez,5,259,1295
65786,5/12/2019,Iguatemi Campinas,Cueca Xadrez,5,60,300
65788,5/12/2019,Shopping União de Osasco,Mochila Liso,3,276,828
65788,5/12/2019,Shopping União de Osasco,Camisa Gola V Listrado,3,116,348
65788,5/12/2019,Shopping União de Osasco,Camisa Listrado,1,108,108
65790,5/12/2019,Shopping SP Market,Camisa Linho,2,141,282
65790,5/12/2019,Shopping SP Market,Short Estampa,2,96,192
65791,5/12/2019,Shopping Iguatemi Fortaleza,Camisa Gola V Linho,2,145,290
65793,5/12/2019,Shopping União de Osasco,Sapato Xadrez,5,368,1840
65793,5/12/2019,Shopping União de Osasco,Meia Liso,5,38,190
65793,5/12/2019,Shopping União de Osasco,Camisa Linho,1,141,141
65793,5/12/2019,Shopping União de Osasco,Tênis Linho,4,294,1176
65793,5/12/2019,Shopping União de Osasco,Calça,1,170,170
65793,5/12/2019,Shopping União de Osasco,Terno Liso,4,720,2880
65794,5/12/2019,Rio Mar Shopping Fortaleza,Bermuda Linho,5,195,975
65794,5/12/2019,Rio Mar Shopping Fortaleza,Camisa,2,100,200
65795,5/12/2019,Shopping Eldorado,Meia Xadrez,4,41,164
65795,5/12/2019,Shopping Eldorado,Camiseta Linho,1,223,223
65798,5/12/2019,Shopping SP Market,Camiseta Xadrez,1,200,200
65798,5/12/2019,Shopping SP Market,Mochila Estampa,5,277,1385
65800,5/12/2019,Shopping Ibirapuera,Camisa Linho,1,141,141
65801,5/12/2019,Shopping Center Leste Aricanduva,Casaco Liso,2,255,510
65802,5/12/2019,Iguatemi Esplanada,Tênis Linho,1,294,294
65803,5/12/2019,Norte Shopping,Camiseta Linho,1,223,223
65803,5/12/2019,Norte Shopping,Cueca Estampa,1,66,66
65804,5/12/2019,Iguatemi Esplanada,Gorro Listrado,2,97,194
65805,5/12/2019,Passei das Águas Shopping,Tênis Linho,5,294,1470
65806,5/12/2019,Shopping Midway Mall,Bermuda,1,150,150
65806,5/12/2019,Shopping Midway Mall,Camisa Liso,4,105,420
65806,5/12/2019,Shopping Midway Mall,Short Liso,1,108,108
65806,5/12/2019,Shopping Midway Mall,Cueca Listrado,3,67,201
65808,5/12/2019,Parque Dom Pedro Shopping,Camiseta Estampa,1,196,196
65808,5/12/2019,Parque Dom Pedro Shopping,Chinelo Estampa,2,74,148
65808,5/12/2019,Parque Dom Pedro Shopping,Cinto Listrado,1,214,214
65809,5/12/2019,Shopping Eldorado,Camisa,4,100,400
65809,5/12/2019,Shopping Eldorado,Camisa Linho,1,141,141
65809,5/12/2019,Shopping Eldorado,Calça,4,170,680
65809,5/12/2019,Shopping Eldorado,Cinto Estampa,1,209,209
65809,5/12/2019,Shopping Eldorado,Short Xadrez,3,100,300
65810,5/12/2019,Center Shopping Uberlândia,Casaco Linho,2,299,598
65810,5/12/2019,Center Shopping Uberlândia,Short Xadrez,4,100,400
65810,5/12/2019,Center Shopping Uberlândia,Chinelo,1,60,60
65811,5/12/2019,Shopping Iguatemi Fortaleza,Camiseta Estampa,1,196,196
65811,5/12/2019,Shopping Iguatemi Fortaleza,Casaco Linho,3,299,897
65813,5/12/2019,Bourbon Shopping SP,Camisa Xadrez,3,105,315
65813,5/12/2019,Bourbon Shopping SP,Mochila,2,270,540
65813,5/12/2019,Bourbon Shopping SP,Relógio,1,200,200
65814,5/12/2019,Rio Mar Recife,Cinto Xadrez,1,215,215
65815,5/12/2019,Shopping SP Market,Terno Liso,1,720,720
65815,5/12/2019,Shopping SP Market,Camisa Gola V Linho,2,145,290
65815,5/12/2019,Shopping SP Market,Camisa Estampa,2,113,226
65815,5/12/2019,Shopping SP Market,Casaco Liso,4,255,1020
65815,5/12/2019,Shopping SP Market,Relógio,1,200,200
65816,5/12/2019,Passei das Águas Shopping,Pulseira Listrado,1,79,79
65816,5/12/2019,Passei das Águas Shopping,Camisa,2,100,200
65816,5/12/2019,Passei das Águas Shopping,Cueca Linho,2,93,186
65819,5/12/2019,Iguatemi Esplanada,Tênis Listrado,1,262,262
65819,5/12/2019,Iguatemi Esplanada,Pulseira Listrado,5,79,395
65820,5/12/2019,Novo Shopping Ribeirão Preto,Camiseta Listrado,4,197,788
65820,5/12/2019,Novo Shopping Ribeirão Preto,Mochila,1,270,270
65823,5/12/2019,Rio Mar Recife,Short Linho,1,133,133
65825,5/12/2019,Parque Dom Pedro Shopping,Pulseira Estampa,1,87,87
65825,5/12/2019,Parque Dom Pedro Shopping,Sapato Liso,3,368,1104
65826,5/12/2019,Shopping Recife,Relógio Listrado,1,218,218
65826,5/12/2019,Shopping Recife,Sapato Liso,1,368,368
65827,5/12/2019,Passei das Águas Shopping,Polo Listrado,3,149,447
65828,5/12/2019,Shopping Barra,Cinto,3,200,600
65829,5/12/2019,Shopping Center Leste Aricanduva,Camisa Gola V,1,100,100
65829,5/12/2019,Shopping Center Leste Aricanduva,Mochila Liso,1,276,276
65829,5/12/2019,Shopping Center Leste Aricanduva,Short Xadrez,1,100,100
65830,5/12/2019,Iguatemi Campinas,Bermuda Liso,1,157,157
65830,5/12/2019,Iguatemi Campinas,Gorro,2,80,160
65831,5/12/2019,Passei das Águas Shopping,Bermuda,3,150,450
65831,5/12/2019,Passei das Águas Shopping,Sapato Estampa,1,358,358
65831,5/12/2019,Passei das Águas Shopping,Cueca Listrado,3,67,201
65832,5/12/2019,Center Shopping Uberlândia,Mochila Liso,2,276,552
65832,5/12/2019,Center Shopping Uberlândia,Calça Linho,5,211,1055
65833,5/12/2019,Parque Dom Pedro Shopping,Cinto Xadrez,2,215,430
65834,5/12/2019,Palladium Shopping Curitiba,Camiseta Linho,1,223,223
